possession_id,game_id,our_team_name,opponent_team_name,our_team_level,opponent_team_level,period,time_remaining,man_state,event_type,turnover_type,turnover_player_number,drawn_by_player_number,shooter_x,shooter_y,defender_count,goalie_present,goalie_distance_m,goalie_lateral,possession_passes,attack_type,shot_type,shot_result,shooter_handedness,player_number,video_file,video_timestamp_mmss,x,y,outcome,handed,distance_m,angle_deg,angle_deg_signed,video_timecode,source_video_id
8_P0022,8,hinsdale_central,ilhs_1,IL HS,IL HS,4,,6v6,shot,,,,0.450000,0.533333,1,true,0.5,right,2,perimeter,standard,post/bar,right,10,IMG_3733.MOV,00:13,0.45,0.533333,post/bar,right,8.062,-7.13,-7.13,13.0,IMG_3733.MOV
8_P0023,8,hinsdale_central,ilhs_1,IL HS,IL HS,4,,6v6,shot,,,,0.350000,0.066667,1,true,1.0,left,6,perimeter,lob,post/bar,right,8,IMG_3734.MOV,00:44,0.35,0.066667,post/bar,right,3.162,-71.56,-71.56,44.0,IMG_3734.MOV
9_P0001,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v6,shot,,,,0.650000,0.533333,1,true,1.0,right,2,perimeter,standard,missed,right,5,IMG_1525.MOV,00:24,0.65,0.533333,missed,right,8.544,20.56,20.56,24.0,IMG_1525.MOV
9_P0002,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v6,shot,,,,0.500000,0.400000,1,true,1.0,center,9,man-up,skip,goal,right,5,IMG_1531.MOV,00:45,0.5,0.4,goal,right,6.0,0.0,0.0,45.0,IMG_1531.MOV
9_P0003,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v6,shot,,,,0.650000,0.133333,1,true,0.5,center,1,counter,standard,goal,right,15,IMG_1540.MOV,00:06,0.65,0.133333,goal,right,3.606,56.31,56.31,6.0,IMG_1540.MOV
9_P0004,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v6,shot,,,,0.700000,0.266667,1,true,0.5,left,6,perimeter,standard,post/bar,right,14,IMG_1543.MOV,01:10,0.7,0.266667,post/bar,right,5.657,45.0,45.0,70.0,IMG_1543.MOV
9_P0005,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v6,shot,,,,0.350000,0.200000,1,true,1.0,left,6,drive,standard,field block,right,15,IMG_1552.MOV,00:34,0.35,0.2,field block,right,4.243,-45.0,-45.0,34.0,IMG_1552.MOV
9_P0006,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v5,shot,,,,0.550000,0.333333,1,true,1.0,center,4,man-up,standard,blocked (GK),right,5,IMG_1553.MOV,00:45,0.55,0.333333,blocked (GK),right,5.099,11.31,11.31,45.0,IMG_1553.MOV
9_P0007,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v6,shot,,,,0.250000,0.266667,1,true,0.5,left,4,perimeter,skip,blocked (GK),right,3,IMG_1555.MOV,00:15,0.25,0.266667,blocked (GK),right,6.403,-51.34,-51.34,15.0,IMG_1555.MOV
10_P0001,10,carlsbad,ca_3,CA Club,CA Club,,,6v5,shot,,,,0.650000,0.266667,1,true,0.5,right,7,man-up,standard,post/bar,right,19,IMG_5045.MOV,00:16,0.65,0.266667,post/bar,right,5.0,36.87,36.87,16.0,IMG_5045.MOV
10_P0002,10,carlsbad,ca_3,CA Club,CA Club,,,6v5,shot,,,,0.500000,0.400000,1,true,0.5,center,3,man-up,standard,goal,right,5,IMG_5045.MOV,00:27,0.5,0.4,goal,right,6.0,0.0,0.0,27.0,IMG_5045.MOV
10_P0003,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.650000,0.400000,1,true,1.5,right,3,perimeter,lob,goal,right,11,IMG_5047.MOV,00:11,0.65,0.4,goal,right,6.708,26.57,26.57,11.0,IMG_5047.MOV
10_P0004,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.266667,0,true,1.5,center,0,counter,standard,goal,right,10,IMG_5053.MOV,00:04,0.5,0.266667,goal,right,4.0,0.0,0.0,4.0,IMG_5053.MOV
10_P0005,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.200000,0,true,2.0,center,1,counter,standard,goal,right,11,IMG_5056.MOV,00:21,0.5,0.2,goal,right,3.0,0.0,0.0,21.0,IMG_5056.MOV
10_P0006,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.450000,0.266667,0,true,2.0,left,0,counter,standard,blocked (GK),right,11,IMG_5057.MOV,00:23,0.45,0.266667,blocked (GK),right,4.123,-14.04,-14.04,23.0,IMG_5057.MOV
10_P0007,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.400000,1,true,0.5,center,5,perimeter,standard,goal,right,8,IMG_5059.MOV,00:33,0.5,0.4,goal,right,6.0,0.0,0.0,33.0,IMG_5059.MOV
10_P0008,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.350000,0.200000,0,true,0.5,center,1,counter,standard,goal,right,11,IMG_5060.MOV,00:32,0.35,0.2,goal,right,4.243,-45.0,-45.0,32.0,IMG_5060.MOV
10_P0009,10,carlsbad,ca_3,CA Club,CA Club,,,6v5,shot,,,,0.750000,0.133333,1,true,0.5,right,8,man-up,standard,post/bar,right,5,IMG_5063.MOV,00:34,0.75,0.133333,post/bar,right,5.385,68.2,68.2,34.0,IMG_5063.MOV
10_P0010,10,carlsbad,ca_3,CA Club,CA Club,,,6v5,shot,,,,0.650000,0.266667,2,true,0.5,left,2,man-up,skip,goal,right,10,IMG_5063.MOV,00:39,0.65,0.266667,goal,right,5.0,36.87,36.87,39.0,IMG_5063.MOV
10_P0011,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.300000,0.133333,1,true,0.5,left,5,perimeter,standard,post/bar,right,9,IMG_5065.MOV,00:31,0.3,0.133333,post/bar,right,4.472,-63.44,-63.44,31.0,IMG_5065.MOV
10_P0012,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,skip,blocked (GK),right,8,IMG_5066.MOV,00:01,0.5,0.333333,blocked (GK),right,5.0,0.0,0.0,1.0,IMG_5066.MOV
10_P0013,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.450000,0.266667,1,true,0.5,left,2,broken play,standard,goal,right,10,IMG_5069.MOV,00:15,0.45,0.266667,goal,right,4.123,-14.04,-14.04,15.0,IMG_5069.MOV
10_P0014,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.600000,0.400000,1,true,1.0,right,5,perimeter,standard,goal,right,8,IMG_5071.MOV,00:27,0.6,0.4,goal,right,6.325,18.43,18.43,27.0,IMG_5071.MOV
10_P0015,10,carlsbad,ca_3,CA Club,CA Club,,,6v5,shot,,,,0.500000,0.400000,1,true,1.0,center,10,man-up,standard,missed,right,12,IMG_5074.MOV,00:56,0.5,0.4,missed,right,6.0,0.0,0.0,56.0,IMG_5074.MOV
10_P0016,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.600000,0.200000,1,true,1.5,right,1,counter,lob,field block,right,9,IMG_5078.MOV,00:37,0.6,0.2,field block,right,3.606,33.69,33.69,37.0,IMG_5078.MOV
10_P0017,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.350000,0.266667,1,true,0.5,left,6,broken play,standard,field block,right,11,IMG_5081.MOV,00:34,0.35,0.266667,field block,right,5.0,-36.87,-36.87,34.0,IMG_5081.MOV
10_P0018,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.400000,0.133333,1,true,1.0,left,1,counter,standard,goal,right,5,IMG_5083.MOV,00:07,0.4,0.133333,goal,right,2.828,-45.0,-45.0,7.0,IMG_5083.MOV
10_P0019,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,1.0,center,0,5m penalty,standard,goal,right,11,IMG_5086.MOV,00:04,0.5,0.333333,goal,right,5.0,0.0,0.0,4.0,IMG_5086.MOV
10_P0020,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.600000,0.133333,0,true,0.5,right,5,broken play,standard,goal,right,9,IMG_5088.MOV,00:33,0.6,0.133333,goal,right,2.828,45.0,45.0,33.0,IMG_5088.MOV
10_P0021,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.5,center,0,5m penalty,skip,goal,right,10,IMG_5091.MOV,00:02,0.5,0.333333,goal,right,5.0,0.0,0.0,2.0,IMG_5091.MOV
10_P0022,10,carlsbad,ca_3,CA Club,CA Club,,,6v5,shot,,,,0.550000,0.266667,0,true,0.5,center,7,man-up,standard,goal,right,15,IMG_5094.MOV,00:18,0.55,0.266667,goal,right,4.123,14.04,14.04,18.0,IMG_5094.MOV
10_P0023,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.550000,0.266667,1,true,0.5,left,0,broken play,lob,blocked (GK),right,11,IMG_5100.MOV,00:11,0.55,0.266667,blocked (GK),right,4.123,14.04,14.04,11.0,IMG_5100.MOV
10_P0024,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.5,center,0,5m penalty,skip,blocked (GK),right,10,IMG_5103.MOV,00:01,0.5,0.333333,blocked (GK),right,5.0,0.0,0.0,1.0,IMG_5103.MOV
10_P0025,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.700000,0.066667,1,true,0.5,right,3,perimeter,standard,post/bar,right,12,IMG_5107.MOV,00:20,0.7,0.066667,post/bar,right,4.123,75.96,75.96,20.0,IMG_5107.MOV
10_P0026,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.550000,0.200000,2,true,0.5,left,1,counter,standard,goal,right,9,IMG_5111.MOV,00:13,0.55,0.2,goal,right,3.162,18.43,18.43,13.0,IMG_5111.MOV
10_P0027,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.300000,0.200000,1,true,0.5,left,3,perimeter,standard,goal,right,12,IMG_5113.MOV,00:20,0.3,0.2,goal,right,5.0,-53.13,-53.13,20.0,IMG_5113.MOV
11_P0001,11,hinsdale_central,lindbergh,IL HS,IL HS,1,,6v6,shot,,,,0.650000,0.133333,0,true,0.5,right,0,counter,standard,goal,right,9,IMG_2070.MOV,00:05,0.65,0.133333,goal,right,3.606,56.31,56.31,5.0,IMG_2070.MOV
11_P0002,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v6,shot,,,,0.300000,0.266667,1,true,0.5,left,2,perimeter,lob,goal,right,20,IMG_2071.MOV,00:39,0.3,0.266667,goal,right,5.657,-45.0,-45.0,39.0,IMG_2071.MOV
11_P0003,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v6,shot,,,,0.800000,0.400000,1,true,0.5,right,3,perimeter,standard,missed,right,10,IMG_2073.MOV,00:20,0.8,0.4,missed,right,8.485,45.0,45.0,20.0,IMG_2073.MOV
11_P0004,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v6,shot,,,,0.750000,0.333333,1,true,0.5,right,4,perimeter,standard,missed,right,13,IMG_2077.MOV,00:39,0.75,0.333333,missed,right,7.071,45.0,45.0,39.0,IMG_2077.MOV
11_P0005,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v5,shot,,,,0.400000,0.133333,1,true,0.0,left,2,man-up,standard,goal,right,9,IMG_2078.MOV,00:42,0.4,0.133333,goal,right,2.828,-45.0,-45.0,42.0,IMG_2078.MOV
11_P0006,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v6,shot,,,,0.550000,0.200000,3,true,0.0,right,6,set,standard,goal,right,9,IMG_2081.MOV,00:28,0.55,0.2,goal,right,3.162,18.43,18.43,28.0,IMG_2081.MOV
11_P0007,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v5,shot,,,,0.800000,0.266667,1,true,0.0,right,2,man-up,standard,missed,right,10,IMG_2084.MOV,00:39,0.8,0.266667,missed,right,7.211,56.31,56.31,39.0,IMG_2084.MOV
11_P0008,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v6,shot,,,,0.250000,0.133333,1,true,0.5,left,3,perimeter,standard,post/bar,right,20,IMG_2088.MOV,00:17,0.25,0.133333,post/bar,right,5.385,-68.2,-68.2,17.0,IMG_2088.MOV
11_P0009,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v6,shot,,,,0.500000,0.466667,1,true,0.5,center,5,perimeter,standard,goal,right,2,IMG_2093.MOV,00:17,0.5,0.466667,goal,right,7.0,0.0,0.0,17.0,IMG_2093.MOV
11_P0010,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v5,shot,,,,0.350000,0.400000,1,true,0.5,left,5,man-up,standard,missed,right,20,IMG_2096.MOV,01:08,0.35,0.4,missed,right,6.708,-26.57,-26.57,68.0,IMG_2096.MOV
11_P0011,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v5,shot,,,,0.700000,0.133333,1,true,0.5,right,4,man-up,standard,goal,right,9,IMG_2098.MOV,00:39,0.7,0.133333,goal,right,4.472,63.44,63.44,39.0,IMG_2098.MOV
11_P0012,11,hinsdale_central,lindbergh,IL HS,IL HS,4,,6v6,shot,,,,1.000000,0.800000,1,true,0.5,center,2,perimeter,standard,goal,right,10,IMG_2102.MOV,00:09,1.0,0.8,goal,right,15.62,39.81,39.81,9.0,IMG_2102.MOV
12_P0001,12,west_sub,capc,IL Club,IL Club,,,6v6,shot,,,,1,0.733,1,true,1.5,center,2,perimeter,standard,goal,right,4,IMG_6444.MOV,00:18,1.0,0.733,goal,right,14.862,42.29,42.29,18.0,IMG_6444.MOV
12_P0002,12,west_sub,capc,IL Club,IL Club,,,6v6,shot,,,,0.250,0.733,1,true,1.5,left,1,perimeter,skip,goal,right,7,IMG_6421.MOV,00:28,0.25,0.733,goal,right,12.078,-24.45,-24.45,28.0,IMG_6421.MOV
13_P0001,13,west_sub,cpd,IL Club,IL Club,,,6v6,shot,,,,0.500,1.000,1,true,0.5,center,0,perimeter,standard,blocked (GK),right,3,IMG_6394.MOV,00:04,0.5,1.0,blocked (GK),right,15.0,0.0,0.0,4.0,IMG_6394.MOV
13_P0002,13,west_sub,cpd,IL Club,IL Club,,,6v6,shot,,,,0.500,0.667,1,true,0.5,center,0,perimeter,standard,goal,right,3,IMG_6391.MOV,00:18,0.5,0.667,goal,right,10.005,0.0,0.0,18.0,IMG_6391.MOV
12_P0003,12,west_sub,capc,IL Club,IL Club,,,6v6,shot,,,,0.500,0.667,1,true,1,center,2,perimeter,standard,post/bar,right,6,IMG_6471.MOV,00:34,0.5,0.667,post/bar,right,10.005,0.0,0.0,34.0,IMG_6471.MOV
12_P0004,12,west_sub,capc,IL Club,IL Club,,,6v6,shot,,,,0.200,0.267,1,true,1,left,0,perimeter,standard,blocked (GK),left,8,IMG_6462.MOV,00:15,0.2,0.267,blocked (GK),left,7.214,-56.28,-56.28,15.0,IMG_6462.MOV
14_P0001,14,west_sub,nipc,IL Club,IL Club,,,6v6,shot,,,,0.800,0.133,1,true,1,center,5,perimeter,skip,goal,right,7,IMG_0077.MOV,00:21,0.8,0.133,goal,right,6.323,71.61,71.61,21.0,IMG_0077.MOV
15_P0001,15,west_sub,elmhurst,IL Club,IL Club,,,6v5,shot,,,,0.800,0.200,0,true,0.5,center,8,man-up,standard,field block,right,7,IMG_0131.MOV,00:37,0.8,0.2,field block,right,6.708,63.43,63.43,37.0,IMG_0131.MOV
15_P0002,15,west_sub,elmhurst,IL Club,IL Club,,,6v6,shot,,,,0.300,0.133,1,true,0.5,left,5,perimeter,skip,goal,right,10,IMG_0135.MOV,00:13,0.3,0.133,goal,right,4.47,-63.49,-63.49,13.0,IMG_0135.MOV
