possession_id,game_id,our_team_name,opponent_team_name,period,time_remaining,seconds_remaining,clock_bin,our_team_level,opponent_team_level,man_state,attack_type,event_type,possession_outcome_simple,possession_outcome_detail,is_shot,is_turnover,is_ejection_drawn,is_5m_drawn,is_man_up,empty_net,is_heave,is_long_range,defender_count,defender_count_bin,goalie_distance_m,goalie_lateral,shooter_x,shooter_y,distance_m,angle_deg,abs_angle,angle_x_distance,distance_bin,angle_bin,dist_x_manup,dist_x_defbin,poss_idx_in_game,prior_poss_before,prior_shots_before,prior_goals_before,prior_shot_rate_in_game,prior_goal_rate_in_game,last3_shots_before,last3_goals_before,last3_goal_rate_in_game,shot_type,shot_result,shooter_handedness,player_number,possession_passes,video_file,video_timestamp_mmss,sample_weight
3_P0013,3,west_sub,new_trier,3,04:25,265.0,gt8s,IL Club,IL Club,6v5,man-up,ejection_drawn,ejection_drawn,ejection_drawn,False,False,True,False,True,False,False,False,,,,,,,,,,,,,,,13,12,,,0.06666666666666667,0.3333333333333333,,,0.3333333333333333,nan,nan,,,,IMG_0185.MOV,00:43,1.0
3_P0014,3,west_sub,new_trier,3,04:24,264.0,gt8s,IL Club,IL Club,6v4,man-up,shot,goal,goal,True,False,False,False,True,False,False,False,1.0,def1,1.0,right,0.6,0.2,3.606,33.69,33.69,121.48613999999999,0-5,30-45,0-5|MU1,0-5|def1,14,13,10.0,5.0,0.6875,0.46153846153846156,3.0,1.0,0.3333333333333333,standard,goal,right,4.0,2.0,IMG_0185.MOV,00:48,1.0
3_P0015,3,west_sub,new_trier,3,03:17,197.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,shot_no_goal,missed,True,False,False,False,False,False,False,False,0.0,def0,0.5,right,0.2,0.4,8.485,-45.0,45.0,381.825,8-10,45-90,8-10|MU0,8-10|def0,15,14,11.0,6.0,0.7058823529411765,0.5,3.0,1.0,0.3333333333333333,standard,missed,right,7.0,2.0,IMG_0187.MOV,00:11,1.0
3_P0016,3,west_sub,new_trier,3,02:37,157.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,False,False,0.0,def0,0.5,right,0.75,0.1333333333,5.385,68.2,68.2,367.257,5-8,45-90,5-8|MU0,5-8|def0,16,15,12.0,6.0,0.7222222222222222,0.4666666666666667,3.0,1.0,0.3333333333333333,skip,goal,right,7.0,3.0,IMG_0189.MOV,00:20,1.0
3_P0017,3,west_sub,new_trier,4,06:09,369.0,gt8s,IL Club,IL Club,6v6,broken play,shot,shot_no_goal,field block,True,False,False,False,False,False,False,False,1.0,def1,0.5,center,0.65,0.06666666667,3.162,71.57,71.57,226.30433999999997,0-5,45-90,0-5|MU0,0-5|def1,17,16,13.0,7.0,0.7368421052631579,0.5,3.0,2.0,0.5,tip/deflection,field block,right,4.0,3.0,IMG_0196.MOV,00:18,1.0
3_P0018,3,west_sub,new_trier,4,04:44,284.0,gt8s,IL Club,IL Club,6v6,set,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,0.5,left,0.5,0.1333333333,2.0,0.0,0.0,0.0,0-5,0-15,0-5|MU0,0-5|def1,18,17,14.0,7.0,0.75,0.47058823529411764,3.0,1.0,0.3333333333333333,tip/deflection,blocked (GK),left,2.0,3.0,IMG_0200.MOV,00:19,1.0
3_P0019,3,west_sub,new_trier,4,04:04,244.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,19,18,,,0.047619047619047616,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,1.0,IMG_0202.MOV,00:11,1.0
3_P0020,3,west_sub,new_trier,4,03:23,203.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,1.5,center,0.5,0.4666666667,7.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def1,20,19,15.0,7.0,0.7272727272727273,0.4444444444444444,3.0,1.0,0.3333333333333333,standard,blocked (GK),right,4.0,1.0,IMG_0204.MOV,00:10,1.0
3_P0021,3,west_sub,new_trier,4,03:00,180.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,procedural violation (2m/6m/restart),False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,21,20,,,0.043478260869565216,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,8.0,IMG_0205.MOV,00:26,1.0
3_P0022,3,west_sub,new_trier,4,02:13,133.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,shot clock violation,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,22,21,,,0.041666666666666664,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,6.0,IMG_0207.MOV,00:28,1.0
3_P0023,3,west_sub,new_trier,4,01:08,68.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,shot clock violation,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,23,22,,,0.04,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,0.0,IMG_0209.MOV,00:16,1.0
4_P0001,4,usa_academy,brown,1,nan,,,ODP Academy,College,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,0.5,center,0.5,0.4,6.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def1,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,skip,blocked (GK),right,2.0,3.0,IMG_2598.MOV,00:24,1.0
4_P0002,4,usa_academy,brown,1,nan,,,ODP Academy,College,6v6,set,shot,goal,goal,True,False,False,False,False,False,False,False,2.0,def2p,0.5,right,0.55,0.2,3.162,18.43,18.43,58.275659999999995,0-5,15-30,0-5|MU0,0-5|def2p,2,1,1.0,0.0,0.5,0.25,1.0,0.0,0.25,skip,goal,right,10.0,4.0,IMG_2600.MOV,00:16,1.0
4_P0003,4,usa_academy,brown,1,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,3,2,,,0.2,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,8.0,IMG_2602.MOV,00:25,1.0
4_P0004,4,usa_academy,brown,1,nan,,,ODP Academy,College,6v5,man-up,shot,shot_no_goal,field block,True,False,False,False,True,False,False,False,1.0,def1,0.5,left,0.4,0.4,6.325,-18.43,18.43,116.56975,5-8,15-30,5-8|MU1,5-8|def1,4,3,2.0,1.0,0.5,0.4,2.0,1.0,0.4,skip,field block,right,2.0,3.0,IMG_2604.MOV,00:34,1.0
4_P0005,4,usa_academy,brown,1,nan,,,ODP Academy,College,6v6,perimeter,shot,shot_no_goal,field block,True,False,False,False,False,False,False,False,2.0,def2p,0.5,left,0.3,0.2666666667,5.657,-45.0,45.0,254.565,5-8,45-90,5-8|MU0,5-8|def2p,5,4,3.0,1.0,0.5714285714285714,0.3333333333333333,3.0,1.0,0.3333333333333333,skip,field block,right,2.0,8.0,IMG_2606.MOV,00:21,1.0
4_P0006,4,usa_academy,brown,1,nan,,,ODP Academy,College,6v6,perimeter,shot,shot_no_goal,field block,True,False,False,False,False,False,False,False,1.0,def1,0.5,right,0.6,0.5333333333,8.246,14.04,14.04,115.77383999999999,8-10,0-15,8-10|MU0,8-10|def1,6,5,4.0,1.0,0.625,0.2857142857142857,3.0,1.0,0.3333333333333333,standard,field block,right,3.0,4.0,IMG_2608.MOV,00:31,1.0
4_P0007,4,usa_academy,brown,2,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,7,6,,,0.1111111111111111,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,9.0,IMG_2610.MOV,00:35,1.0
4_P0008,4,usa_academy,brown,2,nan,,,ODP Academy,College,6v6,set,shot,shot_no_goal,post/bar,True,False,False,False,False,False,False,False,2.0,def2p,0.5,center,0.5,0.2666666667,4.0,0.0,0.0,0.0,0-5,0-15,0-5|MU0,0-5|def2p,8,7,5.0,1.0,0.6,0.25,3.0,0.0,0.16666666666666666,standard,post/bar,right,0.0,2.0,IMG_2612.MOV,00:16,1.0
4_P0009,4,usa_academy,brown,2,nan,,,ODP Academy,College,6v6,counter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,1.0,left,0.45,0.1333333333,2.236,-26.57,26.57,59.410520000000005,0-5,15-30,0-5|MU0,0-5|def1,9,8,6.0,1.0,0.6363636363636364,0.2222222222222222,3.0,0.0,0.16666666666666666,standard,blocked (GK),right,10.0,1.0,IMG_2613.MOV,00:15,1.0
4_P0010,4,usa_academy,brown,2,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,10,9,,,0.08333333333333333,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,6.0,IMG_2615.MOV,00:23,1.0
4_P0011,4,usa_academy,brown,2,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,ball under,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,11,10,,,0.07692307692307693,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,7.0,IMG_2617.MOV,00:28,1.0
4_P0012,4,usa_academy,brown,2,nan,,,ODP Academy,College,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,0.5,left,0.4,0.4,6.325,-18.43,18.43,116.56975,5-8,15-30,5-8|MU0,5-8|def1,12,11,7.0,1.0,0.5714285714285714,0.2,3.0,0.0,0.16666666666666666,skip,goal,right,2.0,4.0,IMG_2618.MOV,00:19,1.0
4_P0013,4,usa_academy,brown,3,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,13,12,,,0.06666666666666667,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,7.0,IMG_2621.MOV,00:16,1.0
4_P0014,4,usa_academy,brown,3,nan,,,ODP Academy,College,6v6,perimeter,shot,shot_no_goal,post/bar,True,False,False,False,False,False,False,False,0.0,def0,0.5,center,0.45,0.2666666667,4.123,-14.04,14.04,57.886919999999996,0-5,0-15,0-5|MU0,0-5|def0,14,13,8.0,2.0,0.5625,0.2727272727272727,3.0,1.0,0.3333333333333333,standard,post/bar,right,9.0,3.0,IMG_2622.MOV,00:43,1.0
4_P0015,4,usa_academy,brown,3,nan,,,ODP Academy,College,6v6,set,shot,shot_no_goal,field block,True,False,False,False,False,False,False,False,2.0,def2p,0.5,right,0.6,0.2666666667,4.472,26.57,26.57,118.82104000000001,0-5,15-30,0-5|MU0,0-5|def2p,15,14,9.0,2.0,0.5882352941176471,0.25,3.0,1.0,0.3333333333333333,standard,field block,right,12.0,6.0,IMG_2624.MOV,00:28,1.0
4_P0016,4,usa_academy,brown,3,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,offensive foul (contra),False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,16,15,,,0.05555555555555555,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,4.0,IMG_2625.MOV,00:36,1.0
4_P0017,4,usa_academy,brown,3,nan,,,ODP Academy,College,6v6,perimeter,shot,shot_no_goal,post/bar,True,False,False,False,False,False,False,False,1.0,def1,0.5,right,0.75,0.4,7.81,39.81,39.81,310.91610000000003,5-8,30-45,5-8|MU0,5-8|def1,17,16,10.0,2.0,0.5789473684210527,0.23076923076923078,3.0,1.0,0.3333333333333333,lob,post/bar,right,3.0,1.0,IMG_2626.MOV,00:45,1.0
4_P0018,4,usa_academy,brown,3,nan,,,ODP Academy,College,6v7,other,shot,shot_no_goal,goals,True,False,False,False,False,True,False,True,0.0,def0,,,0.5,1,15.0,0.0,0.0,0.0,10+,0-15,10+|MU0,10+|def0,18,17,11.0,2.0,0.6,0.21428571428571427,3.0,0.0,0.16666666666666666,standard,goals,right,1.0,0.0,IMG_2628.MOV,00:14,1.0
4_P0019,4,usa_academy,brown,4,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,19,18,,,0.047619047619047616,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,1.0,IMG_2631.MOV,00:28,1.0
4_P0020,4,usa_academy,brown,4,nan,,,ODP Academy,College,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,0.0,left,0.25,0.1333333333,5.385,-68.2,68.2,367.257,5-8,45-90,5-8|MU0,5-8|def1,20,19,12.0,2.0,0.5909090909090909,0.2,3.0,0.0,0.16666666666666666,standard,goal,right,9.0,3.0,IMG_2633.MOV,00:23,1.0
4_P0021,4,usa_academy,brown,4,nan,,,ODP Academy,College,6v6,perimeter,shot,shot_no_goal,field block,True,False,False,False,False,False,False,False,1.0,def1,0.5,center,0.85,0.2666666667,8.062,60.26,60.26,485.81611999999996,8-10,45-90,8-10|MU0,8-10|def1,21,20,13.0,3.0,0.6086956521739131,0.25,3.0,1.0,0.3333333333333333,standard,field block,right,3.0,4.0,IMG_2635.MOV,00:19,1.0
4_P0022,4,usa_academy,brown,4,nan,,,ODP Academy,College,6v6,perimeter,shot,shot_no_goal,missed,True,False,False,False,False,False,False,False,1.0,def1,0.5,center,0.2,0.2,6.708,-63.43,63.43,425.48844,5-8,45-90,5-8|MU0,5-8|def1,22,21,14.0,3.0,0.625,0.23529411764705882,3.0,1.0,0.3333333333333333,standard,missed,right,5.0,6.0,IMG_2636.MOV,00:37,1.0
4_P0023,4,usa_academy,brown,4,nan,,,ODP Academy,College,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,0.5,center,0.5,0.4,6.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def1,23,22,15.0,3.0,0.64,0.2222222222222222,3.0,1.0,0.3333333333333333,standard,blocked (GK),right,3.0,5.0,IMG_2638.MOV,00:31,1.0
4_P0024,4,usa_academy,brown,4,nan,,,ODP Academy,College,6v6,broken play,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,0.5,right,0.55,0.1333333333,2.236,26.57,26.57,59.410520000000005,0-5,15-30,0-5|MU0,0-5|def1,24,23,16.0,3.0,0.6538461538461539,0.21052631578947367,3.0,0.0,0.16666666666666666,standard,blocked (GK),right,12.0,0.0,IMG_2638.MOV,00:34,1.0
4_P0025,4,usa_academy,brown,4,nan,,,ODP Academy,College,6v6,broken play,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,0.5,right,0.45,0.06666666667,1.414,-45.0,45.0,63.629999999999995,0-5,45-90,0-5|MU0,0-5|def1,25,24,17.0,3.0,0.6666666666666666,0.2,3.0,0.0,0.16666666666666666,other,goal,right,5.0,0.0,IMG_2638.MOV,00:35,1.0
5_P0001,5,usa_academy,air_force,1,4:21,261.0,gt8s,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,1,0,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,5.0,IMG_2644.MOV,00:18,1.0
5_P0002,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,perimeter,shot,shot_no_goal,missed,True,False,False,False,False,False,False,False,1.0,def1,1.0,left,0.35,0.4,6.708,-26.57,26.57,178.23156,5-8,15-30,5-8|MU0,5-8|def1,2,1,0.0,0.0,0.25,0.3333333333333333,0.0,0.0,0.3333333333333333,standard,missed,right,0.0,7.0,IMG_2645.MOV,00:31,1.0
5_P0003,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,ball under,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,3,2,,,0.2,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,2.0,IMG_2647.MOV,00:15,1.0
5_P0004,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,4,3,,,0.16666666666666666,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,6.0,IMG_2648.MOV,00:29,1.0
5_P0005,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,5,4,,,0.14285714285714285,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,3.0,IMG_2650.MOV,00:25,1.0
5_P0006,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,bad pass / out of bounds,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,6,5,,,0.125,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,2.0,IMG_2652.MOV,00:18,1.0
5_P0007,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,7,6,,,0.1111111111111111,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,1.0,IMG_2654.MOV,00:11,1.0
5_P0008,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,8,7,,,0.1,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,2.0,IMG_2655.MOV,00:18,1.0
5_P0009,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,9,8,,,0.09090909090909091,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,2.0,IMG_2655.MOV,00:57,1.0
5_P0010,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,1.0,left,0.2,0.4666666667,9.22,-40.6,40.6,374.33200000000005,8-10,30-45,8-10|MU0,8-10|def1,10,9,1.0,0.0,0.16666666666666666,0.25,1.0,0.0,0.25,standard,blocked (GK),right,15.0,3.0,IMG_2658.MOV,00:45,1.0
5_P0011,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,11,10,,,0.07692307692307693,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,1.0,IMG_2659.MOV,00:37,1.0
5_P0012,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v5,man-up,shot,shot_no_goal,post/bar,True,False,False,False,True,False,False,False,1.0,def1,0.5,right,0.75,0.2666666667,6.403,51.34,51.34,328.73002,5-8,45-90,5-8|MU1,5-8|def1,12,11,2.0,0.0,0.21428571428571427,0.2,2.0,0.0,0.2,skip,post/bar,right,3.0,9.0,IMG_2663.MOV,00:55,1.0
5_P0013,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,13,12,,,0.06666666666666667,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,3.0,IMG_2666.MOV,00:20,1.0
5_P0014,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,counter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,1.5,center,0.45,0.2,3.162,-18.43,18.43,58.275659999999995,0-5,15-30,0-5|MU0,0-5|def1,14,13,3.0,0.0,0.25,0.16666666666666666,3.0,0.0,0.16666666666666666,skip,goal,right,15.0,1.0,IMG_2667.MOV,00:09,1.0
5_P0015,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,offensive foul (contra),False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,15,14,,,0.058823529411764705,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,10.0,IMG_2669.MOV,00:33,1.0
5_P0016,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,1.0,center,0.5,0.4666666667,7.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def1,16,15,4.0,1.0,0.2777777777777778,0.2857142857142857,3.0,1.0,0.3333333333333333,standard,blocked (GK),right,5.0,6.0,IMG_2675.MOV,00:36,1.0
5_P0017,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,1.0,left,0.35,0.4,6.708,-26.57,26.57,178.23156,5-8,15-30,5-8|MU0,5-8|def1,17,16,5.0,1.0,0.3157894736842105,0.25,3.0,1.0,0.3333333333333333,standard,goal,right,15.0,2.0,IMG_2677.MOV,00:20,1.0
5_P0018,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,counter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,1.0,right,0.7,0.2,5.0,53.13,53.13,265.65000000000003,5-8,45-90,5-8|MU0,5-8|def1,18,17,6.0,2.0,0.35,0.3333333333333333,3.0,2.0,0.5,standard,blocked (GK),right,2.0,0.0,IMG_2678.MOV,00:42,1.0
5_P0019,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,broken play,shot,goal,goal,True,False,False,False,False,False,False,False,0.0,def0,1.0,right,0.5,0.06666666667,1.0,0.0,0.0,0.0,0-5,0-15,0-5|MU0,0-5|def0,19,18,7.0,2.0,0.38095238095238093,0.3,3.0,1.0,0.3333333333333333,tip/deflection,goal,right,12.0,0.0,IMG_2678.MOV,00:44,1.0
5_P0020,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,perimeter,shot,shot_no_goal,blocked,True,False,False,False,False,False,False,False,0.0,def0,1.0,right,0.7,0.4,7.211,33.69,33.69,242.93859,5-8,30-45,5-8|MU0,5-8|def0,20,19,8.0,3.0,0.4090909090909091,0.36363636363636365,3.0,2.0,0.5,standard,blocked,right,12.0,2.0,IMG_2680.MOV,00:18,1.0
5_P0021,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,21,20,,,0.043478260869565216,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,3.0,IMG_2681.MOV,00:17,1.0
5_P0022,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,22,21,,,0.041666666666666664,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,5.0,IMG_2685.MOV,00:32,1.0
5_P0023,5,usa_academy,air_force,,nan,,,ODP Academy,College,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,0.0,center,0.5,0.4,6.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def1,23,22,9.0,3.0,0.4,0.3333333333333333,3.0,1.0,0.3333333333333333,skip,goal,right,5.0,5.0,IMG_2687.MOV,00:26,1.0
6_P0001,6,carlsbad,ca_1,1,nan,,,CA Club,CA Club,6v6,broken play,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,0.0,def0,1.0,right,0.6,0.3333333333,5.385,21.8,21.8,117.393,5-8,15-30,5-8|MU0,5-8|def0,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,skip,blocked (GK),right,14.0,0.0,IMG_4559.MOV,00:52,1.0
6_P0002,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,2,1,,,0.25,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,3.0,IMG_4560.MOV,00:17,1.0
6_P0003,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,0.0,center,0.4,0.4666666667,7.28,-15.95,15.95,116.116,5-8,15-30,5-8|MU0,5-8|def1,3,2,1.0,0.0,0.4,0.25,1.0,0.0,0.25,standard,blocked (GK),right,8.0,2.0,IMG_4561.MOV,00:54,1.0
6_P0004,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v5,man-up,shot,goal,goal,True,False,False,False,True,False,False,False,1.0,def1,0.5,right,0.7,0.1333333333,4.472,63.43,63.43,283.65896000000004,0-5,45-90,0-5|MU1,0-5|def1,4,3,2.0,0.0,0.5,0.2,2.0,0.0,0.2,skip,goal,right,8.0,7.0,IMG_4564.MOV,00:50,1.0
6_P0005,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,set,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,0.5,center,0.6,0.1333333333,2.828,45.0,45.0,127.25999999999999,0-5,45-90,0-5|MU0,0-5|def1,5,4,3.0,1.0,0.5714285714285714,0.3333333333333333,3.0,1.0,0.3333333333333333,standard,blocked (GK),right,8.0,5.0,IMG_4566.MOV,00:34,1.0
6_P0006,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,perimeter,shot,shot_no_goal,post/bar,True,False,False,False,False,False,False,False,1.0,def1,1.0,center,0.5,0.4666666667,7.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def1,6,5,4.0,1.0,0.625,0.2857142857142857,3.0,1.0,0.3333333333333333,skip,post/bar,right,8.0,6.0,IMG_4567.MOV,00:35,1.0
6_P0007,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,7,6,,,0.1111111111111111,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,1.0,IMG_4567.MOV,00:44,1.0
6_P0008,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,8,7,,,0.1,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,3.0,IMG_4570_1.MOV,00:18,1.0
6_P0009,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,broken play,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,0.5,center,0.5,0.2,3.0,0.0,0.0,0.0,0-5,0-15,0-5|MU0,0-5|def1,9,8,5.0,1.0,0.5454545454545454,0.25,3.0,1.0,0.3333333333333333,skip,goal,right,10.0,4.0,IMG_4571.MOV,00:36,1.0
6_P0010,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,1.0,center,0.5,0.4,6.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def1,10,9,6.0,2.0,0.5833333333333334,0.3333333333333333,3.0,1.0,0.3333333333333333,skip,blocked (GK),right,15.0,2.0,IMG_4572.MOV,00:55,1.0
6_P0011,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,nan,turnover,turnover,shot clock violation,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,11,10,,,0.07692307692307693,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,0.0,IMG_4577.MOV,00:13,1.0
6_P0012,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,12,11,,,0.07142857142857142,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,1.0,IMG_4579.MOV,00:09,1.0
